appid,name,primary_genre,price_usd,release_year,reviews_total,log_reviews
10605,Jagged Alliance - Back in Action,RPG,19.99,2012.0,1008.0,6.9167150203536085
10608,Duke Nukem Forever,Action,19.99,2011.0,6099.0,8.716044050161402
10630,Jolly Rover,Adventure,9.99,2010.0,233.0,5.455321115357702
10695,Blood Bowl - Legendary Edition,Sports,9.99,2010.0,738.0,6.6052979209482015
10696,A Game of Thrones - Genesis,Strategy,9.99,2011.0,401.0,5.996452088619021
10697,Runaway: A Twist of Fate,Adventure,0.74,2011.0,376.0,5.932245187448011
10699,The Next BIG Thing,Adventure,0.74,2011.0,630.0,6.447305862541213
11000,Wargame: European Escalation,Indie,9.99,2012.0,2574.0,7.853604813097837
11140,Numen: Contest of Heroes,RPG,7.99,2010.0,146.0,4.990432586778736
11172,Lucid,Indie,4.99,2011.0,112.0,4.727387818712341
11190,Age of Wonders,RPG,5.99,2010.0,860.0,6.7580945044277305
11200,Age of Wonders II: The Wizard's Throne,RPG,9.99,2010.0,316.0,5.75890177387728
11202,Age of Wonders Shadow Magic,RPG,9.99,2010.0,512.0,6.240275845170769
11220,Zen Bound 2,Indie,4.99,2010.0,283.0,5.648974238161206
11230,Critter Crunch,Action,6.99,2012.0,265.0,5.583496308781699
11240,Flight Control HD,Action,4.99,2010.0,482.0,6.180016653652572
11250,Chime,Casual,4.99,2010.0,633.0,6.452048954437226
11260,HOARD,Action,3.99,2011.0,523.0,6.261491684321042
11340,Alter Ego,Adventure,9.99,2010.0,142.0,4.962844630259907
11350,Monday Night Combat,Action,4.49,2011.0,893.0,6.795705775173514
11424,Swords and Soldiers HD,Action,5.99,2010.0,367.0,5.908082938168931
11440,Riven (1997),Adventure,5.99,2010.0,1249.0,7.1308988302963465
11480,URU: Complete Chronicles,Adventure,9.99,2010.0,160.0,5.081404364984463
11500,Myst: Masterpiece Edition,Adventure,5.99,2011.0,901.0,6.804614520062624
11520,BIT.TRIP BEAT,Action,9.99,2010.0,654.0,6.484635235635252
11550,BIT.TRIP RUNNER,Action,9.99,2011.0,1817.0,7.505492274737424
11600,Delve Deeper,Adventure,4.99,2010.0,346.0,5.849324779946859
11604,Fantasy Wars,Strategy,4.99,2010.0,228.0,5.43372200355424
11605,King's Bounty: Crossworlds,RPG,14.99,2010.0,1229.0,7.114769448366463
11610,Men of War: Vietnam,Strategy,7.99,2011.0,1061.0,6.967909201801884
11920,Theatre of War 3: Korea,Strategy,6.99,2011.0,156.0,5.056245805348308
12130,Men of War: Assault Squad,Strategy,9.99,2011.0,3894.0,8.267448958304849
12560,Dustforce DX,Action,9.99,2012.0,1191.0,7.083387847625295
12580,Archon Classic,Indie,9.99,2010.0,154.0,5.043425116919247
12600,Aura: Fate of the Ages,Adventure,4.99,2010.0,145.0,4.983606621708336
12640,SpellForce 2: Faith in Destiny,RPG,14.99,2012.0,201.0,5.308267697401205
12650,Gothic 1,Action,19.99,2001.0,11801.0,9.376024287617113
12660,Painkiller Redemption,Action,4.99,2011.0,575.0,6.3561076606958915
12670,Gothic 3: Forsaken Gods Enhanced Edition,RPG,9.99,2011.0,939.0,6.84587987526405
12690,ArcaniA: Fall of Setarrif,RPG,14.99,2011.0,689.0,6.536691597591305
12710,Arma 2: British Armed Forces,Action,8.99,2010.0,299.0,5.703782474656201
12720,Arma 2: Private Military Company,Action,8.99,2010.0,299.0,5.703782474656201
12799,Take On Helicopters,Simulation,19.99,2011.0,444.0,6.09807428216624
12820,Carrier Command: Gaea Mission,Action,32.99,2012.0,768.0,6.645090969505644
12849,ARMA: Gold Edition,Action,9.99,2011.0,832.0,6.725033642166843
12850,ARMA: Cold War Assault,Action,4.99,2011.0,2184.0,7.68937110752969
12860,Dungeon Defenders,Action,14.99,2011.0,11639.0,9.36220272128543
12890,Borderlands: Claptrap's Robot Revolution,Action,29.99,2010.0,250.0,5.5254529391317835
12900,The Bureau: XCOM Declassified,Action,19.99,2013.0,4750.0,8.46611040118692
12910,Sid Meier's Civilization®: Beyond Earth™,Strategy,39.99,2014.0,13791.0,9.531843992903474
13120,The Bureau: XCOM Declassified - Hangar 6 R&D,Action,4.99,2013.0,105.0,4.663439094112067
13140,The Polynomial - Space of the music,Action,6.99,2010.0,445.0,6.100318952020064
13510,The Darkness II,Action,1.49,2012.0,7380.0,8.906664409770052
13520,Dino D-Day,Action,9.99,2011.0,7967.0,8.983188799264434
13530,Hacker Evolution,Simulation,2.49,2010.0,412.0,6.023447592961033
13540,Hacker Evolution: Untold,Indie,2.99,2010.0,183.0,5.214935757608986
13560,Hacker Evolution Duality,Indie,2.99,2011.0,211.0,5.356586274672012
13600,VVVVVV,Action,4.99,2010.0,6403.0,8.764678074116606
13630,Recettear: An Item Shop's Tale,RPG,19.99,2010.0,6519.0,8.782629654920699
13650,Chantelise - A Tale of Two Sisters,Action,9.99,2011.0,644.0,6.4692503167957724
15000,Worms Ultimate Mayhem,Strategy,14.99,2011.0,4058.0,8.308691916838898
15120,Worms Crazy Golf,Sports,9.99,2011.0,381.0,5.945420608606575
15130,Worms,Strategy,7.99,2011.0,433.0,6.073044534100405
15140,Worms Blast,Casual,7.99,2011.0,171.0,5.147494476813453
15150,Worms Pinball,Casual,7.99,2011.0,199.0,5.298317366548036
15160,Star Ruler,Indie,7.99,2010.0,254.0,5.541263545158426
15190,Evochron Mercenary,Action,14.99,2012.0,399.0,5.991464547107982
15240,Closure,Indie,9.99,2012.0,442.0,6.093569770045136
15260,Clones,Adventure,1.99,2010.0,330.0,5.802118375377063
15280,Fallout New Vegas: Dead Money,Action,1.99,2011.0,4569.0,8.42726848388825
15290,Fallout New Vegas: Honest Hearts,Action,1.99,2011.0,2073.0,7.637234388789473
15300,Fallout New Vegas: Old World Blues,Action,1.99,2011.0,2073.0,7.637234388789473
15310,Fallout New Vegas®: Lonesome Road™,Action,1.99,2011.0,1563.0,7.355001921105257
15320,Fallout New Vegas®: Gun Runners’ Arsenal™,Action,0.79,2011.0,840.0,6.734591659972948
15330,The Elder Scrolls V: Skyrim,RPG,19.99,2011.0,181161.0,12.107146937573882
15400,Cities in Motion,Simulation,19.99,2011.0,677.0,6.519147287940395
15932,Darkest Hour: A Hearts of Iron Game,Strategy,9.99,2011.0,1664.0,7.417580402414544
15962,Pride of Nations,Simulation,19.99,2011.0,115.0,4.7535901911063645
15990,Sengoku,RPG,9.99,2011.0,373.0,5.924255797414532
15992,Bejeweled® 3,Casual,4.99,2010.0,5507.0,8.613956859848546
16000,APOX,Action,14.99,2011.0,117.0,4.770684624465665
16020,Fate of the World,Casual,9.99,2011.0,397.0,5.986452005284438
16042,Gemini Rue,Adventure,9.99,2011.0,1220.0,7.107425474110705
16060,The Blackwell Legacy,Adventure,4.99,2012.0,1293.0,7.165493475060845
16062,Blackwell Unbound,Adventure,4.99,2012.0,595.0,6.39024066706535
16090,Blackwell Convergence,Adventure,4.99,2012.0,506.0,6.2285110035911835
16098,Blackwell Deception,Adventure,9.99,2012.0,488.0,6.192362489474872
16100,Farming Simulator 2011,Simulation,7.99,2010.0,810.0,6.698268054115413
16210,SkyDrift,Indie,9.99,2011.0,731.0,6.595780513961311
16465,Anomaly: Warzone Earth,Action,9.99,2011.0,982.0,6.890609120147166
16470,Iron Front: Digital War Edition,Action,14.99,2012.0,760.0,6.634633357861686
16475,Sanctum,Action,1.99,2011.0,1961.0,7.581719640125308
16620,E.Y.E: Divine Cybermancy,Action,9.99,2011.0,6160.0,8.725994381014571
16630,Cloning Clyde,Casual,4.99,2011.0,118.0,4.77912349311153
16730,Post Apocalyptic Mayhem,Action,9.99,2011.0,766.0,6.642486801367256
16810,Hydrophobia: Prophecy,Action,4.99,2011.0,1948.0,7.575071699507561
16830,DETOUR,Indie,1.99,2011.0,1317.0,7.183870715062453
16863,A.R.E.S.: Extinction Agenda,Action,4.99,2011.0,574.0,6.354370040797351
16900,SpaceChem,Indie,9.99,2011.0,2564.0,7.84971375760487
17030,Agricultural Simulator 2011: Extended Edition,Action,0.89,2011.0,130.0,4.875197323201151
17040,Revenge of the Titans,Action,14.99,2011.0,653.0,6.483107351457199
17095,Dinner Date,Indie,3.99,2011.0,498.0,6.212606095751519
17096,Jamestown,Action,9.99,2011.0,647.0,6.473890696352274
17110,The Dream Machine: Chapter 1 & 2,Adventure,3.99,2012.0,1337.0,7.198931240688173
17180,Nidhogg,Action,9.99,2014.0,5613.0,8.633018756921828
17312,Puzzle Agent 2,Action,4.99,2011.0,568.0,6.343880434126331
17390,Hector: Badge of Carnage - Full Series,Adventure,14.99,2011.0,109.0,4.700480365792417
17400,Capsized,Action,9.99,2011.0,580.0,6.364750756851911
17420,ibb & obb,Action,11.99,2014.0,3939.0,8.27893600229198
17460,Air Conflicts: Secret Wars,Action,5.99,2011.0,295.0,5.69035945432406
17470,The Tiny Bang Story,Adventure,4.99,2011.0,3689.0,8.213381737034572
17500,Defy Gravity Extended,Action,1.99,2016.0,6781.0,8.822027322685583
17510,Nexuiz,Action,9.99,2012.0,204.0,5.3230099791384085
17520,Solar 2,Action,9.99,2011.0,1513.0,7.322510433997394
17530,Kohan: Immortal Sovereigns,Strategy,9.99,2011.0,108.0,4.6913478822291435
17535,Kohan: Ahriman's Gift,Strategy,9.99,2011.0,135.0,4.912654885736052
17550,Kohan II: Kings of War,Strategy,9.99,2011.0,252.0,5.53338948872752
17570,Trauma,Adventure,2.99,2011.0,235.0,5.4638318050256105
17575,Frozen Synapse,Indie,24.99,2011.0,1094.0,6.9985096422506015
17595,Toy Soldiers,Action,9.99,2012.0,1334.0,7.19668657083435
17700,Hard Reset Extended Edition,Action,14.99,2012.0,3693.0,8.214465160759186
17710,Naval Warfare,Action,0.49,2011.0,186.0,5.231108616854587
17730,Demolition Inc.,Action,5.99,2011.0,249.0,5.521460917862246
17750,Dungeons of Dredmor,Casual,7.99,2011.0,3629.0,8.196987927258897
17810,Alien Hallway,Action,4.99,2011.0,119.0,4.787491742782046
18000,Dungeons and Dragons: Daggerdale,Action,14.99,2011.0,248.0,5.517452896464707
18020,Renegade Ops,Action,15.0,2011.0,960.0,6.8679744089702925
18030,Garshasp: The Monster Slayer,Action,4.99,2011.0,236.0,5.4680601411351315
18052,Civilization V - Civ and Scenario Pack: Korea,Strategy,4.99,2011.0,213.0,5.365976015021851
18059,NightSky,Casual,9.99,2011.0,308.0,5.733341276897746
18061,Crysis 2 - Maximum Edition,Action,29.99,2011.0,9178.0,9.12467354521909
18100,Runespell: Overture,Adventure,9.99,2011.0,204.0,5.3230099791384085
18300,Orcs Must Die!,Action,9.99,2011.0,6482.0,8.776938645174996
18407,Gatling Gears,Action,9.99,2011.0,133.0,4.897839799950911
18408,Shank 2,Action,9.99,2012.0,2464.0,7.80994708647679
18420,Warp,Action,9.99,2012.0,368.0,5.910796644040527
18430,iBomber Defense,Indie,5.99,2011.0,148.0,5.003946305945459
18490,ORION: Prelude,Action,0.99,2013.0,19075.0,9.856186279418115
18500,A New Beginning - Final Cut,Adventure,9.99,2012.0,1447.0,7.277938572945661
18507,Lume,Adventure,5.99,2011.0,253.0,5.537334267018537
18508,Critical Mass,Casual,1.99,2011.0,288.0,5.666426688112432
18510,Ms. Splosion Man,Action,9.99,2013.0,233.0,5.455321115357702
18520,Terraria,Action,9.99,2011.0,1152426.0,13.957380711282852
18523,PixelJunk™ Eden,Action,9.99,2012.0,508.0,6.2324480165505225
18532,Bastion,Action,14.99,2011.0,27781.0,10.232143607957335
18533,Bastion: Original Soundtrack,Action,9.99,2011.0,138.0,4.9344739331306915
18600,Space Pirates and Zombies,Action,9.99,2011.0,2185.0,7.689828668736484
18700,Breath of Death VII,Indie,2.99,2011.0,1275.0,7.151485463904735
18709,Cthulhu Saves the World,Indie,2.99,2011.0,2970.0,7.9966538754626075
18710,Arma 3,Action,29.99,2013.0,223557.0,12.317426167199406
19030,Starpoint Gemini,RPG,1.39,2012.0,130.0,4.875197323201151
19080,Vessel,Action,4.99,2012.0,414.0,6.028278520230698
19090,Project Zomboid,Indie,19.99,2013.0,305072.0,12.628306371213576
19200,Death Rally,Action,9.99,2012.0,617.0,6.42648845745769
19210,Alan Wake,Action,14.99,2012.0,39449.0,10.582789326274021
19320,Alan Wake Collector's Edition Extras,Action,9.99,2012.0,257.0,5.552959584921617
19330,Legend of Fae,Casual,9.99,2011.0,103.0,4.6443908991413725
19500,Fowl Space,Action,4.99,2012.0,125.0,4.836281906951478
19940,L.A. Noire,Adventure,19.99,2011.0,29152.0,10.280313102435128
19989,Snuggle Truck,Casual,4.99,2012.0,177.0,5.181783550292085
19999,Bunch of Heroes,Action,4.99,2011.0,273.0,5.6131281063880705
20200,Serious Sam Double D XXL,Action,9.99,2011.0,638.0,6.459904454377535
20400,Blocks That Matter,Adventure,4.99,2011.0,395.0,5.981414211254481
20570,Avadon: The Black Fortress,Indie,9.99,2011.0,434.0,6.075346031088684
20590,Monaco: What's Yours Is Mine,Action,14.99,2013.0,3758.0,8.231908243564177
20700,The Binding of Isaac,Action,4.99,2011.0,47549.0,10.769537067973536
20710,Binding of Isaac: Wrath of the Lamb,Action,2.99,2012.0,851.0,6.747586526829315
20840,Costume Quest,Adventure,9.99,2011.0,2478.0,7.8156105320351905
20900,Stacking,Adventure,0.99,2012.0,934.0,6.840546529288687
20902,Iron Brigade,Action,14.99,2012.0,848.0,6.744059186311348
20920,Cossacks II: Napoleonic Wars,Strategy,4.99,2011.0,540.0,6.293419278846481
20929,American Conquest,Strategy,4.99,2011.0,564.0,6.336825731146441
20930,American Conquest: Fight Back,Strategy,4.99,2011.0,518.0,6.251903883165888
21000,Prototype 2,Action,39.99,2012.0,9791.0,9.189321004752108
21010,Prototype 2 RADNET Access Pack,Action,9.99,2012.0,122.0,4.812184355372417
21019,Owlboy,Action,19.99,2016.0,3539.0,8.17188200612782
21020,Super Toy Cars,Indie,9.99,2014.0,177.0,5.181783550292085
21039,Quantum Conundrum,Casual,8.99,2012.0,1702.0,7.440146680662688
21040,Global Ops: Commando Libya,Action,0.99,2011.0,235.0,5.4638318050256105
21080,Nancy Drew®: Shadow at the Water's Edge,Adventure,19.99,2011.0,379.0,5.940171252720432
21089,Puzzler World 2,Casual,4.99,2011.0,193.0,5.267858159063328
21090,Battle Chess: Game of Kings™,Casual,29.99,2015.0,356.0,5.877735781779639
21100,Worms Revolution,Strategy,14.99,2012.0,5492.0,8.61122983334262
21160,Off-Road Drive,Racing,4.99,2011.0,504.0,6.22455842927536
21300,Batman: Arkham City - Game of the Year Edition,Action,19.99,2012.0,51110.0,10.841755017213652
21410,A Game of Dwarves,Casual,9.99,2012.0,364.0,5.8998973535824915
21620,Two Worlds II - Pirates of the Flying Fortress,RPG,12.99,2011.0,110.0,4.709530201312334
21649,Memento Mori,Adventure,12.99,2012.0,186.0,5.231108616854587
21650,XCOM: Enemy Unknown,Strategy,29.99,2012.0,39203.0,10.57653406138907
21669,Dungeons - The Dark Lord,RPG,0.99,2011.0,211.0,5.356586274672012
21730,Disciples III - Resurrection,Strategy,3.99,2011.0,212.0,5.3612921657094255
21750,Torchlight II,Action,19.99,2012.0,32423.0,10.386654168308144
21909,Cave Story+,Action,14.99,2011.0,4767.0,8.469682208745185
21910,Before the Echo,Indie,4.99,2011.0,1046.0,6.953684210870537
21920,Geneforge 1,Strategy,19.99,2001.0,320.0,5.771441123130016
21996,A Total War Saga: FALL OF THE SAMURAI,Strategy,29.99,2012.0,1056.0,6.963189985870238
21999,Total War: Shogun 2 - Blood Pack DLC,Strategy,2.99,2011.0,323.0,5.780743515792329
22120,Total War: SHOGUN 2 - Dragon War Battle Pack,Strategy,5.99,2012.0,140.0,4.948759890378168
22140,Sins of a Solar Empire: Trinity®,Indie,4.99,2011.0,673.0,6.513230110912307
22150,X3: Albion Prelude,Action,9.99,2011.0,1721.0,7.451241684987676
22160,Toki Tori 2+,Adventure,14.99,2013.0,716.0,6.57507584059962
22180,Serious Sam: The Random Encounter,Action,4.99,2011.0,648.0,6.47543271670409
22200,Airline Tycoon 2,Simulation,9.99,2011.0,380.0,5.942799375126701
22208,FlatOut 3: Chaos & Destruction,Racing,7.99,2011.0,3429.0,8.140315540159985
22220,Really Big Sky,Action,4.99,2012.0,219.0,5.393627546352362
22310,Orcs Must Die! 2,Action,14.99,2012.0,12757.0,9.4539138048019
22340,Wolfenstein: The New Order,Action,19.99,2014.0,43327.0,10.676554356271946
22359,Assassin's Creed® Revelations,Action,19.99,2011.0,17413.0,9.765029759388561
22362,Impire,Strategy,19.99,2013.0,340.0,5.831882477283517
22380,Galactic Civilizations® II: Ultimate Edition,Indie,4.99,2011.0,938.0,6.844815479208263
22410,Ridge Racer™ Unbounded,Racing,2.99,2012.0,1041.0,6.948897222313312
22610,Nancy Drew®: Alibi in Ashes,Adventure,19.99,2011.0,254.0,5.541263545158426
22618,Hegemony Gold: Wars of Ancient Greece,Indie,14.99,2012.0,181.0,5.204006687076795
22620,Demigod,Action,3.99,2011.0,971.0,6.879355804460439
22630,Dynamite Jack,Action,9.99,2012.0,128.0,4.859812404361672
22631,Alan Wake's American Nightmare,Action,8.99,2012.0,7234.0,8.886685639065584
22632,Real Warfare 2: Northern Crusades,Strategy,4.99,2011.0,103.0,4.6443908991413725
22635,Call of Duty®: Black Ops II,Action,59.99,2012.0,21830.0,9.991086257015196
22637,Hitman: Absolution™,Action,19.99,2012.0,44679.0,10.707281253183137
22638,Tomb Raider,Action,14.99,2013.0,160102.0,11.983572637097817
22639,Titan Attacks!,Action,9.99,2012.0,648.0,6.47543271670409
22678,King's Bounty: Warriors of the North,RPG,9.99,2012.0,1194.0,7.085901464365611
22690,Fortune Summoners,Action,19.99,2012.0,781.0,6.661854740545311
22800,Containment: The Zombie Puzzler,Casual,4.99,2012.0,123.0,4.820281565605037
22803,Warlock - Master of the Arcane,Strategy,24.99,2012.0,981.0,6.889591308354466
22805,Sonic the Hedgehog 4 - Episode II,Adventure,9.99,2012.0,1561.0,7.3537223303996315
22818,Binary Domain,Action,14.99,2012.0,3238.0,8.08301991917133
22880,DLC - Crusader Kings II: Ruler Designer,Strategy,4.99,2012.0,262.0,5.572154032177765
22888,Expansion - Crusader Kings II: Sword of Islam,Strategy,9.99,2012.0,127.0,4.852030263919617
22889,The Dark Eye: Chains of Satinav,Adventure,19.99,2012.0,1926.0,7.563719668414366
22891,SATAZIUS,Action,5.99,2011.0,180.0,5.198497031265826
22893,Fable - The Lost Chapters,Action,9.99,2011.0,7051.0,8.861066543517762
22895,Superbrothers: Sword & Sworcery EP,Adventure,7.99,2012.0,1375.0,7.226936018493289
22896,Max Payne 3,Action,19.99,2012.0,50200.0,10.823790225800138
23100,LEGO® Harry Potter: Years 5-7,Adventure,19.99,2012.0,2159.0,7.67786350067821
23110,Waveform,Adventure,1.99,2012.0,1879.0,7.539027055823995
23150,The Bridge,Adventure,9.99,2013.0,3394.0,8.130059039992796
23360,Awesomenauts,Action,19.99,2012.0,11775.0,9.373818840968658
23520,Serious Sam II,Action,9.99,2012.0,10941.0,9.300363874623772
23530,Castle Crashers®,Action,14.99,2012.0,100909.0,11.521984309458574
23550,Castle Crashers - Pink Knight Pack,Action,0.99,2012.0,774.0,6.652863029353347
23551,Castle Crashers - Blacksmith Pack,Action,0.99,2012.0,769.0,6.646390514847729
24026,Call of Juarez: Gunslinger,Action,2.99,2013.0,19269.0,9.866304761408411
24028,Infested Planet,Action,14.99,2014.0,2421.0,7.792348924113037
24032,Retro City Rampage™ DX,Action,14.99,2014.0,1676.0,7.424761761823209
24038,Men of War: Condemned Heroes,Action,7.99,2012.0,535.0,6.284134161070802
24039,Sins of a Solar Empire®: Rebellion,Action,7.99,2012.0,10101.0,9.220488703027998
24044,Crusader Kings Complete,Strategy,9.99,2012.0,162.0,5.093750200806762
24045,Lumino City,Adventure,11.99,2014.0,591.0,6.3835066348840055
24046,BIT.TRIP CORE,Action,9.99,2012.0,139.0,4.941642422609304
24050,BIT.TRIP FATE,Action,9.99,2013.0,115.0,4.7535901911063645
24053,Dishonored,Action,9.99,2012.0,63567.0,11.05986547805438
24057,Hell Yeah! Wrath of the Dead Rabbit,Action,14.99,2012.0,626.0,6.440946540632921
24065,Foreign Legion: Multi Massacre,Action,4.99,2012.0,178.0,5.187385805840755
24067,Port Royale 3,Action,14.99,2012.0,1149.0,7.047517221357296
24076,The Testament of Sherlock Holmes,Adventure,19.99,2012.0,2962.0,7.993957547573565
24077,1000 Amps,Adventure,4.99,2012.0,130.0,4.875197323201151
24080,Insanely Twisted Shadow Planet,Action,14.99,2012.0,552.0,6.315358001522335
24082,Jagged Alliance: Crossfire,RPG,14.99,2012.0,198.0,5.293304824724492
24083,Luxor Evolved,Action,9.99,2012.0,172.0,5.153291594497779
24084,Yesterday,Adventure,0.74,2012.0,768.0,6.645090969505644
24085,Auditorium,Casual,6.99,2012.0,132.0,4.890349128221754
24086,Tiny and Big: Grandpa's Leftovers,Indie,2.39,2012.0,2757.0,7.922261058353247
24087,Warlock 2: The Exiled,Strategy,19.99,2014.0,970.0,6.878326468291325
24097,Gunpoint,Action,9.99,2013.0,10146.0,9.224933374279082
24110,Cladun X2,Action,9.99,2012.0,125.0,4.836281906951478
24130,Tales From Space: Mutant Blobs Attack,Action,9.99,2012.0,566.0,6.340359303727752
24180,Saints Row IV: Re-Elected,Action,2.99,2013.0,57217.0,10.954623813179536
24190,To the Moon,Adventure,9.99,2012.0,65871.0,11.095468744009686
24200,To the Moon Soundtrack,Indie,4.99,2012.0,360.0,5.8888779583328805
24230,3SwitcheD,Casual,9.99,2012.0,135.0,4.912654885736052
24400,iBomber Defense Pacific,Casual,5.99,2012.0,154.0,5.043425116919247
24448,Painkiller: Recurring Evil,Action,9.99,2012.0,333.0,5.811140992976701
24483,Bang Bang Racing,Racing,9.99,2012.0,344.0,5.84354441703136
24488,Indie Game: The Movie,Indie,9.99,2012.0,1036.0,6.9440872082295275
24630,SpeedRunners,Action,14.99,2016.0,22651.0,10.028003427233696
24634,Legend of Grimrock,Adventure,14.99,2012.0,4639.0,8.442469645220301
24635,Fireburst,Action,7.99,2012.0,122.0,4.812184355372417
24640,Cubemen,Indie,3.99,2012.0,334.0,5.814130531825066
24650,Ys: The Oath in Felghana,Action,14.99,2012.0,1799.0,7.495541943884256
24660,Ys Origin,Action,19.99,2012.0,2943.0,7.987524479848767
24670,Wizorb,Action,2.99,2012.0,559.0,6.327936783729195
24673,"Hack, Slash, Loot",Casual,5.99,2012.0,307.0,5.730099782973574
24674,Rayman® Origins,Action,19.99,2012.0,5075.0,8.532278828834277
24676,Noitu Love 2: Devolution,Action,4.99,2012.0,511.0,6.238324625039508
24677,English Country Tune,Indie,4.99,2012.0,172.0,5.153291594497779
24678,The Walking Dead,Adventure,1.49,2012.0,49663.0,10.813035603542891
24679,The Walking Dead: 400 Days,Adventure,0.69,2013.0,1112.0,7.014814351275545
24770,Botanicula,Adventure,14.99,2012.0,4640.0,8.442685139241176
24790,Arena Wars 2,Action,3.99,2012.0,323.0,5.780743515792329
24800,Symphony,Action,4.99,2012.0,838.0,6.732210706467206
24820,Jane's Advanced Strike Fighters,Simulation,9.99,2012.0,360.0,5.8888779583328805
24830,PAYDAY™ The Heist: Wolfpack DLC,Action,9.99,2012.0,689.0,6.536691597591305
24850,PAYDAY: The Heist Soundtrack,Action,3.99,2012.0,350.0,5.860786223465865
24859,Borderlands 2 - Captain Scarlett and her Pirate's Booty,Action,4.99,2012.0,529.0,6.272877006546167
24860,Sacred Citadel,Action,9.99,2013.0,604.0,6.405228458030842
24935,Myst V: End of Ages,Adventure,9.99,2012.0,231.0,5.44673737166631
24936,ENDLESS™ Space - Definitive Edition,Strategy,9.99,2012.0,6556.0,8.788288460263619
24937,DOOM 3,Action,9.99,2012.0,8462.0,9.043458999670106
25380,Train Simulator: European Loco & Asset Pack,Simulation,19.99,2009.0,118.0,4.77912349311153
25816,Avernum: Escape From the Pit,Indie,9.99,2012.0,1129.0,7.029972911706386
25860,Omerta - City of Gangsters,Simulation,14.99,2013.0,1560.0,7.353081920515432
25897,Dishonored: Dunwall City Trials,Action,2.99,2012.0,561.0,6.331501849893691
25898,Dishonored - The Knife of Dunwall,Action,4.99,2013.0,674.0,6.51471269087253
25899,STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,RPG,9.99,2012.0,21355.0,9.969088009620076
25900,Lunar Flight,Indie,14.99,2012.0,514.0,6.244166900663736
25939,Batman™: Arkham Knight,Action,19.99,2015.0,100869.0,11.52158783804888
25940,Blades of Time,Action,9.99,2012.0,914.0,6.818924065275521
25960,Borderlands 2: Creature Slaughterdome,Action,3.99,2012.0,188.0,5.241747015059643
25970,Game of Thrones,Action,14.99,2012.0,1374.0,7.226209010100671
26000,Apotheon,Action,14.99,2015.0,3220.0,8.0774471493312
26006,Tomb Raider: Scavenger Executioner,Action,0.99,2013.0,112.0,4.727387818712341
26140,Tomb Raider: Hunter Skin,Action,0.99,2013.0,120.0,4.795790545596741
26160,Tomb Raider: Aviatrix Skin,Action,0.99,2013.0,124.0,4.8283137373023015
26170,Tomb Raider: Guerilla Skin,Action,0.99,2013.0,112.0,4.727387818712341
26180,Tomb Raider: Mountaineer Skin,Action,0.99,2013.0,112.0,4.727387818712341
26510,Tomb Raider: Tomb of the Lost Adventurer,Action,2.99,2013.0,549.0,6.309918278226516
26720,Tomb Raider: Demolition Skin,Action,0.99,2013.0,116.0,4.762173934797756
26800,Tomb Raider: Sure-Shot Skin,Action,0.99,2013.0,143.0,4.969813299576001
26810,Batman™: Arkham Origins,Action,19.99,2013.0,41237.0,10.62711544034966
26910,Drunken Robot Pornography,Action,14.99,2014.0,487.0,6.1903154058531475
27000,Guns of Icarus Online,Action,4.99,2012.0,8243.0,9.01724094201035
27030,Call of Duty®: Ghosts,Action,59.99,2014.0,12160.0,9.405989388981
27040,Stealth Bastard Deluxe,Action,9.99,2012.0,694.0,6.543911845564792
27220,Sherlock Holmes and The Hound of The Baskervilles,Adventure,9.99,2012.0,661.0,6.495265555937008
27300,A Valley Without Wind,Action,14.99,2012.0,194.0,5.272999558563747
27800,Analogue: A Hate Story,Indie,9.99,2012.0,1677.0,7.425357887027151
27910,Rage: The Scorchers™,Action,4.99,2012.0,291.0,5.676753802268282
27930,Strike Suit Zero,Action,19.99,2013.0,1203.0,7.093404625868766
28012,Magrunner: Dark Pulse,Action,19.99,2013.0,360.0,5.8888779583328805
28013,Call of Duty®: Advanced Warfare - Gold Edition,Action,59.99,2014.0,10716.0,9.279586544712997
28014,Cortex Command,Action,19.99,2012.0,1973.0,7.587817219993427
28015,Fieldrunners,Strategy,4.99,2012.0,174.0,5.1647859739235145
28017,R.A.W. Realms of Ancient War,Action,0.74,2012.0,367.0,5.908082938168931
28060,Splice,Casual,9.99,2012.0,176.0,5.176149732573829
29017,XCOM: Enemy Unknown - Elite Soldier Pack,Strategy,4.99,2012.0,284.0,5.652489180268651
29100,XCOM: Enemy Unknown - Slingshot Pack,Strategy,6.99,2012.0,291.0,5.676753802268282
29110,Lone Survivor: The Director's Cut,Action,9.99,2012.0,728.0,6.591673732008658
29500,Triple Town,Casual,9.99,2012.0,576.0,6.3578422665081
31910,Nancy Drew®: Tomb of the Lost Queen,Adventure,19.99,2012.0,114.0,4.74493212836325
32010,Sanctum 2,Action,14.99,2013.0,7400.0,8.909370405197466
32127,Expansion - Crusader Kings II: Legacy of Rome,Strategy,4.99,2012.0,104.0,4.653960350157523
32160,Expansion - Crusader Kings II: Sunset Invasion,Strategy,4.99,2012.0,124.0,4.8283137373023015
32340,Expansion - Crusader Kings II: The Old Gods,Strategy,14.99,2013.0,171.0,5.147494476813453
32380,Killing Floor - Community Weapon Pack,Action,7.99,2012.0,121.0,4.804021044733257
32450,Rune Classic,Action,9.99,2012.0,581.0,6.366470447731438
